ProductId,ReviewCount,Title,Category
B007TGDXNO,276,"San Francisco Bay Compostable Coffee Pods - French Roast (80 Ct) K Cup Compatible including Keurig 2.0, Dark Roast French Roast 80 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B00305L330,276,Click Coffee Protein Powder | Double Shot Espresso | 16g Protein | 23 Essential Vitamins | Low Calorie Meal Replacement | 150mg Caffeine | Gluten Free | No Artificial Flavors or Colors | Vanilla Vanilla Latte 14 Servings (Pack of 1),"Health, Household & Baby Care > Health & Household > Diet & Sports Nutrition > Sports Nutrition > Protein > Blends"
B002GKEK7G,276,"Click Coffee Protein, Protein & Real Coffee All-in-One, Meal Replacement Nutrition Drink, Mocha Flavor, 23 Essential Vitamins, Double Shot Espresso Coffee, Hot or Cold, 15.8-Ounce Mocha 14 Servings (Pack of 1)","Health, Household & Baby Care > Health & Household > Diet & Sports Nutrition > Sports Nutrition > Protein > Blends"
B004E4EBMG,274,"MIO Mango Peach, 1.62 Ounce (Pack of 4) Mango Peach 1.62 Fl Oz (Pack of 4)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Powdered Drink Mixes & Flavorings > Water Flavoring Drops"
B003E728CE,274,N/A,N/A
B001BS4G6O,274,N/A,N/A
B008GRONV6,274,"Greenies Pill Pockets for Dogs Capsule Size Natural Soft Dog Treats with Real Peanut Butter, 7.9 oz. Pack (30 Treats) Peanut Butter 30 Count (Pack of 1)","Pet Supplies > Dogs > Treats > Cookies, Biscuits & Snacks"
B000QSON4K,274,N/A,N/A
B002AQ0OW6,272,"Timothy's World Coffee, Colombian Decaffeinated Medium K-Cup Portion Pack for Keurig K-Cup Brewers (Pack of 50)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B000HDK0DC,271,"YumEarth Organic Pops Variety Pack, 300+ Fruit Flavored Favorites Lollipops, Allergy Friendly, Gluten Free, Non-GMO, Vegan, No Artificial Flavors or Dyes",Grocery & Gourmet Food > Snacks & Sweets > Candy & Chocolate > Suckers & Lollipops
B004779XNW,269,"Green Mountain Coffee Roasters Dark Magic, Single-Serve Keurig K-Cup Pods, Dark Roast Coffee, 24 Count Dark magic 24 Count (Pack of 1)",Beauty & Personal Care > Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B0032CB15Q,269,N/A,N/A
B001EO5Y8Y,269,"Green Mountain Coffee Dark Magic single serve K-Cup pods for Keurig brewers, 24 Count (Pack of 2) Dark Magic (Extra Bold) 1 Count (Pack of 48)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B00474CSVE,269,N/A,N/A
B0049ULB78,269,"Green Mountain Coffee Roasters Dark Magic Coffee, Keurig Single-Serve K-Cup pods, Dark Roast, 96 Count Dark Magic 24 Count (Pack of 4)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B007PA30ZU,269,N/A,N/A
B001M2BM4I,269,"Green Mountain Coffee, Dark Magic, Single-Serve Keurig K-Cup Pods, Dark Roast Coffee, 72 Count Chocolate 72 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B001EQ55RW,267,"Emerald Cocoa Roast Almonds, Dark Chocolate, 10 oz Canister (Pack of 4)",Grocery & Gourmet Food > Pantry Staples > Cooking & Baking > Nuts & Seeds > Almonds
B003QDRJXY,264,"Nutiva Organic Coconut Oil 54 fl oz, Cold-Pressed, Unrefined Cooking Oil, Natural Hair Oil, Skin Oil, Massage Oil, USDA Organic, Extra Virgin Coconut Oil (Aceite de Coco) (Pack of 2)","Grocery & Gourmet Food > Pantry Staples > Cooking & Baking > Cooking Oils, Vinegars & Sprays > Oils > Coconut"
B004U43ZO0,261,"Chewy Chips Ahoy! Fudge Filled Soft Cookies , 10-Ounce (Pack of 4) GOOEY CHOCOLATE FUDGE",Grocery & Gourmet Food > Breads & Bakery > Cookies > Chocolate Chip
B002NHYQAS,260,"Newman's Own Organics Organic Premium Chocolate Bar, Dark 54% Cocoa, 2.25-Ounce Bars (Pack of 12)",Grocery & Gourmet Food > Snacks & Sweets > Chocolate Candy > Candy & Chocolate Bars
B004MO6NI8,260,"No Fear Energy, Original, 16 Ounce Cans (Pack of 12)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Energy Drinks"
B000HDK0D2,259,"YumEarth Organic Lollipops, Variety Pack, 30 ounce (pack of 1) - Allergy Friendly, Non GMO, Gluten Free, Vegan (Packaging May Vary)",Grocery & Gourmet Food > Snacks & Sweets > Candy & Chocolate > Suckers & Lollipops
B0012V1G0Y,257,Starmark Everlasting Treat Ball Large with 1 treat Large 1,Pet Supplies > Dogs > Toys > Balls
B003FDC2I2,257,"Orgain Organic Nutritional Protein Shake, Vanilla Bean - 16g Grass Fed Whey Protein, Meal Replacement, 20 Vitamins & Minerals, Fruits & Vegetables, Gluten Free, Non-GMO, 11 Fl Oz (12 Pack) Vanilla 11 Fl Oz (Pack of 12)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Meal Replacement & Protein Drinks > Protein Drinks"
B003FDG4K4,257,"Orgain Organic Nutritional Protein Shake, Creamy Chocolate Fudge - 16g Grass Fed Whey Protein, Meal Replacement, 20 Vitamins & Minerals, Fruits & Vegetables, Gluten Free, Non-GMO, 11 Fl Oz (12 Pack) Creamy Chocolate Fudge 11 Fl Oz (Pack of 12)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Meal Replacement & Protein Drinks > Meal Replacement Drinks"
B0012NUVN0,257,Starmark Everlasting Treat Ball Medium with 1 treat Medium 1,Pet Supplies > Dogs > Toys > Balls
B005V9UG18,257,"Orgain Organic Vegan Protein Powder, Creamy Chocolate Fudge - 21g Plant Protein, 7g Prebiotic Fiber, No Lactose Ingredients, No Added Sugar, Non-GMO, Shakes & Smoothies, 2.03 lb (Packaging May Vary) Iced Café Mocha 11 Fl Oz (Pack of 12)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Meal Replacement & Protein Drinks > Protein Drinks"
B0009YJ4CW,257,Starmark Everlasting Treat Ball Small with 1 treat Small 1,Pet Supplies > Dogs > Toys > Balls
B0029XDZKI,254,"Keurig, Gloria Jean's, Hazelnut, K-Cup Counts, 50 Count Hazelnut 50 Count",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B0062A87HA,254,"Farmer's Market Organic Pumpkin Puree, 15 Ounce (Pack of 12) Frustration-Free Packaging",Grocery & Gourmet Food > Baby Products > Feeding > Baby Foods > Meals
B008FHUKE6,254,"Gloria Jean's Coffees Hazelnut, Single-Serve Keurig K-Cup Pods, Flavored Medium Roast Coffee, 48 Count Hazelnut 48 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B007TJGZ4A,254,"Gloria Jean's Coffees Hazelnut, Single-Serve Keurig K-Cup Pods, Flavored Medium Roast Coffee, 96 Count Hazelnut 24 Count (Pack of 4)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B006N3I1HM,254,"Gloria Jean's Coffees Hazelnut, Single Serve Coffee K-Cup Pod, Flavored Coffee, 24",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B000HDI5O8,254,"Farmers Market Organic Pumpkin, 15 Ounce (Pack of 12) (Packaging May Vary) Standard Packaging",Grocery & Gourmet Food > Pantry Staples > Cooking & Baking > Pie & Pastry Fillings
B002ZX1U9A,254,N/A,N/A
B000TQEWM2,254,"Gloria Jean's Hazelnut Keurig K-Cups, 18 count Hazelnut 18 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B006Q820X0,252,N/A,N/A
B005K4Q1W2,251,"Grove Square Cider Pods, Variety Pack, Single Serve (Pack of 24) (Packaging May Vary) Spiced Apple, 24 Ct.",Grocery & Gourmet Food > Beverages
B007PA32L2,251,N/A,N/A
B000NBQUNW,251,N/A,N/A
B009RB4GO4,251,N/A,N/A
B003Z6ZGZU,251,"Green Mountain Coffee K-Cup for Keurig Brewers, Pumpkin Spice, 24 Count Pumpkin Spice 24 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B005K4Q1RW,251,"Grove Square Cider Single Serve Cups, Caramel Apple, 24 Count (Pack of 1)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Juices > Ciders"
B004TJF3BE,251,N/A,N/A
B005HGAV8I,247,N/A,N/A
B001BCVY9W,246,"Petite Cuisine New England Crab Cake For Cats, 3-Ounce Cans (Pack Of 24)",Pet Supplies > Cats > Food > Wet > Canned
B001BCVY4W,246,"Petite Cuisine Sesame Chicken Entree For Cats, 3-Ounce Cans (Pack Of 24)",N/A
B001BDDT8K,246,"Petite Cuisine Yellow Fin Tuna Entree For Cats, 3-Ounce Cans (Pack Of 24)",Pet Supplies > Cats > Food > Wet > Canned
B001BCXTGS,246,"Petite Cuisine Red Snapper Entree For Cats, 3-Ounce Cans (Pack Of 24)",N/A
B004YV80O4,246,"Velveeta Skillets Ultimate Cheeseburger Mac One Pan Dinner Kit with Cheese Sauce (Pasta & Seasonings, 6 ct Pack, 12.8 oz Boxes) Ultimate Cheeseburger Mac 6 Count","Electronics > Grocery & Gourmet Food > Pantry Staples > Canned, Jarred & Packaged Foods > Packaged Meals & Side Dishes > Macaroni & Cheese"
B001BDDTB2,246,"Petite Cuisine Variety Pack (Yellowfin, Snapper, Tuna & Sole, Tuna & Shrimp) For Cats, 3-Ounce Cans (Pack Of 24)",Pet Supplies > Cats > Food > Wet > Canned
B005A1LJ04,244,N/A,N/A
B007TJGZ54,242,"Green Mountain Coffee Roasters Breakfast Blend Single-Serve Keurig K-Cup Pods, Light Roast Coffee, 96 Count Breakfast Blend 24 Count (Pack of 4)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B007PA30TG,242,"Keurig, Green Mountain Coffee, Breakfast Blend(melange), K-Cup Counts, 50 Count",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B001EYUE5M,242,N/A,N/A
B003JA5KKS,242,"Green Mountain Coffee Roasters Blend, Single-Serve Keurig K-Cup Pods, Light Roast Coffee, 48 Count 48 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B0047RQ9M0,242,N/A,N/A
B008BY7NSE,238,"Bell Plantation PB2 Powdered Peanut Butter, 0.85-Ounce (Pack of 72) 0.85 Ounce (Pack of 72)",Grocery & Gourmet Food > Pantry Staples > Nut & Seed Butters > Peanut Butter
B009E7YC54,238,"Bell Plantation PB2 Powdered Peanut Butter, 16 oz (Pack of 4)",Grocery & Gourmet Food > Pantry Staples > Nut & Seed Butters > Peanut Butter
B004P4POZ8,238,Bell Plantation PB2 Powdered Peanut Butter 16 oz. 16 Ounce (Pack of 1),Grocery & Gourmet Food > Pantry Staples > Nut & Seed Butters > Peanut Butter
B005A1LINC,236,N/A,N/A
B001LQCOIS,234,"BEABA Babycook, Sorbet",Baby > Baby Products > Feeding > Food Mills
B004WTHCO2,234,"BEABA Babycook, Gipsy, 27 Ounce (3 1/4 Cup) Capacity",Baby > Baby Products > Feeding > Food Mills
B000VK08OC,232,"Wedderspoon Raw Premium Manuka Honey, KFactor 16, 17.6 Oz, Unpasteurized, Genuine New Zealand Honey, Traceable from Our Hives to Your Home KFactor 16 17.6 Ounce (Pack of 1)","Grocery & Gourmet Food > Pantry Staples > Cooking & Baking > Baking Syrups, Sugars & Sweeteners > Honey"
B004391DK0,232,"Bisquick Baking Mix, Gluten Free Pancake and Waffle Mix, 16 Oz Box (Pack of 3)",Grocery & Gourmet Food > Pantry Staples > Cooking & Baking > Baking Mixes > Pancakes & Waffles
B006N3I29E,232,"Green Mountain Coffee Roasters Breakfast Blend, Single-Serve Keurig K-Cup Pods, Light Roast Coffee, 24 Count Breakfast Blend 24 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B0083T6HC0,227,N/A,N/A
B000FMZO8G,225,N/A,N/A
B000FMZO90,225,N/A,N/A
B001EQ55ZO,224,"Emerald Sea Salt & Pepper Cashew, 10oz Canister (Pack of 4) 10 Ounce (Pack of 4)",Grocery & Gourmet Food > Health & Household > Diet & Sports Nutrition > Sports Nutrition
B005BRHVD6,224,"GU Energy Original Sports Nutrition Energy Gel, Caramel Macchiato, 8 Count Caramel Macchiato 8 Count (Pack of 1)","Health, Household & Baby Care > Health & Household > Diet & Sports Nutrition > Endurance & Energy > Chews & Gels"
B002AQ0OL2,224,"Timothy's World Coffee, Breakfast Blend K-Cup Portion Pack for Keurig K-Cup Brewers (Pack of 50)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B000V17MLS,223,"Kitchens Of India Paste for Butter Chicken Curry, 3.5-Ounce Boxes (Pack of 6)","Grocery & Gourmet Food > Pantry Staples > Sauces, Gravies & Marinades > Sauces > Asian > Curry Sauce"
B001P3PR54,220,"Virbac C.E.T. Enzymatic Oral Hygiene Chews, Small Dog, 30 Count,Beef,0.65 pounds 8.4 Ounce (Pack of 1) Blue","Pet Supplies > Dogs > Treats > Cookies, Biscuits & Snacks"
B000OQ2DJQ,219,"Natural Vitality Calm, Magnesium Supplement, Anti-Stress Drink Mix Powder, Original, Raspberry Lemon - 8 Ounce (Packaging May Vary)","Grocery & Gourmet Food > Health & Household > Vitamins, Minerals & Supplements > Minerals > Magnesium"
B002LN1ME2,219,"Natural Vitality Calm, Magnesium Citrate Supplement, Anti-Stress Drink Mix Powder, Unflavored - 8 Ounce (Packaging May Vary) Unflavored 8 Ounce (Pack of 1)","Grocery & Gourmet Food > Health & Household > Vitamins, Minerals & Supplements > Minerals > Magnesium"
B00125ZCWI,219,"Natural Vitality Calm, Magnesium Citrate & Calcium Supplement, Drink Mix Powder Supports a Healthy Response to Stress, Gluten Free, Vegan, & Non-GMO, Raspberry Lemon, 16 oz Raspberry Lemon 16 Ounce (Pack of 1)","Health, Household & Baby Care > Health & Household > Vitamins, Minerals & Supplements > Minerals > Magnesium"
B001E18K8S,219,"Natural Vitality Calm, Magnesium Supplement, Anti-Stress Drink Mix Powder, Original, Raspberry Lemon - 8 Ounce (Packaging May Vary)","Grocery & Gourmet Food > Health & Household > Vitamins, Minerals & Supplements > Minerals > Magnesium"
B0009F3POY,219,Traditional Medicinals - Organic Mother's Milk Herbal Tea (6 Pack) - Promotes Healthy Lactation in Breastfeeding Moms - 96 Tea Bags Total Mother's Milk Pack of 6,Grocery & Gourmet Food > Beverages > Tea > Fruit & Herbal Tea > Herbal
B001E0TBA0,219,N/A,N/A
B000WVY4PE,219,"Natural Vitality Calm, Magnesium Citrate Supplement, Anti-Stress Drink Mix Powder, Gluten Free, Vegan, & Non-GMO, Raspberry Lemon, 16 oz Calm: Raspberry Lemon 16 Ounce (Pack of 1)","Health, Household & Baby Care > Health & Household > Vitamins, Minerals & Supplements > Minerals > Magnesium"
B0019QT66I,219,"Natural Vitality Calm PLUS Calcium Supplement Powder, Original - 8 ounce (Packaging May Vary)","Health, Household & Baby Care > Health & Household > Vitamins, Minerals & Supplements > Minerals > Calcium"
B000WVYB8Y,219,"Natural Vitality Calm, Magnesium Citrate Supplement, Anti-Stress Drink Mix Powder, Unflavored - 8 Ounce (Packaging May Vary) Unflavored 8 Ounce (Pack of 1)","Grocery & Gourmet Food > Health & Household > Vitamins, Minerals & Supplements > Minerals > Magnesium"
B003SSWCJI,219,"Natural Vitality Calm, Magnesium Supplement, Anti-Stress Drink Mix Powder, Original, Raspberry Lemon - 8 Ounce (Packaging May Vary)","Grocery & Gourmet Food > Health & Household > Vitamins, Minerals & Supplements > Minerals > Magnesium"
B000OQ2DL4,219,"Natural Vitality Calm, Magnesium Citrate Supplement, Anti-Stress Drink Mix Powder, Gluten Free, Vegan, & Non-GMO, Original Unflavored, 16 oz","Health, Household & Baby Care > Health & Household > Vitamins, Minerals & Supplements > Minerals > Magnesium"
B0012XBD7I,218,"Kettle Brand Potato Chips, Backyard Barbeque, 8.5 Ounce Bags (Pack of 12)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B004728MI4,218,"Kettle Brand Jalapeno Chip, 9-ounces (Pack of6)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B004E4HUMY,218,"MIO Sweet Tea, 1.62-Ounce (Pack of 4) 1.62 Fl Oz (Pack of 4)","Grocery & Gourmet Food > Beverages > Bottled Beverages, Water & Drink Mixes > Powdered Drink Mixes & Flavorings > Water Flavoring Drops"
B006WYSFZK,218,"Kettle Brand Potato Chips, Sea Salt Kettle Chips, Snack Bag 1.5 Oz (Pack of 24) Sea Salt 1.5 Ounce (Pack of 24)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B0058AMY10,218,"Kettle Brand Potato Chips, Backyard Barbeque Kettle Chips, Snack Bag 1 Oz (Pack of 72)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B001SAXPEO,218,"Kettle Brand Chips, Sweet Onion, 2-ounces (Pack of24)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B00472I5A4,218,"Kettle Brand Jalapeno Chips, 2-ounces (Pack of24) Jalapeno 2 Ounce (Pack of 24)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B000G6O2QG,218,"Kettle Brand Potato Chips, Honey Dijon Bags, 2 Ounce (Pack of 24) Honey Dijon 2 Ounce (Pack of 24)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B000LKXBL4,217,"Kettle Brand Potato Chips, Sea Salt, 8.5 Ounce Bags (Pack of 12)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B000LKVD5U,217,"Kettle Brand Potato Chips, Sea Salt and Vinegar, 8.5 Ounce Bags (Pack of 12) Sea Salt & Vinegar",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B000G6RYNE,217,"Kettle Brand Potato Chips, Unsalted Kettle Chips, 5 Oz (Pack of 15) Unsalted 5 Ounce (Pack of 15)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B000G6MBUA,217,"Kettle Brand Potato Chips, Sea Salt and Vinegar, 5 Ounce (Pack of 15)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B0058AMY74,217,"Kettle Brand Potato Chips, Sea Salt and Vinegar Kettle Chips, Snack Bag 1 Oz Sea Salt & Vinegar ,72 Ounce",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B0058AMY5G,217,"Kettle Brand Potato Chips, Sea Salt, Single-Serve 1 Ounce Bags (Pack of 72) Salted",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B0058AMYTC,217,"Kettle Brand Potato Chips, Jalapeno Kettle Chips, Snack Bag 1 Oz",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods > Chips & Crisps > Potato
B001OCKIP0,216,"Back to Nature Granola Cereal - Gluten Free, Non-GMO, Plant Based Snacks made with Whole Grain Rolled Oats - Chocolate Delight, 11 Ounce (Pack of 6) Chocolate Delight 11 Ounce (Pack of 6)",Grocery & Gourmet Food > Breakfast Cereal > Granola
B0098WV8F2,215,"PB2 Powdered Peanut Butter Bundle, Keto Diet, Gluten Free, Mix in Protein Shakes & Smoothies, Low Carb, Original Peanut Butter & Peanut Butter Cocoa Flavors (2 Jars - 6.5 Oz Each)",Grocery & Gourmet Food > Pantry Staples > Nut & Seed Butters > Peanut Butter
B004JRO1S2,212,"Taco Bell Bold & Creamy, Spicy Ranchero Sauce, 8-Ounce (Pack of 6) Spicy 8 Fl Oz (Pack of 6)","Grocery & Gourmet Food > Pantry Staples > Sauces, Gravies & Marinades > Hot Sauce"
B001EQ5JLE,212,N/A,N/A
B0016PC4TS,210,"Havahart Critter Ridder 3146 Animal Repellent, 5-Pounds Granular Shaker","Garden & Outdoor > Patio, Lawn & Garden > Pest Control > Repellents > Spray Concentrates"
B005ZBZM52,209,"San Francisco Bay OneCup, Organic Rainforest Blend, 12 Count- Single Serve Coffee, Compatible with Keurig K-cup Brewers (Pack of 3)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B000CQC05U,209,"Stash Tea Double Bergamot Earl Grey Black Tea - Caffeinated, Non-GMO Project Verified Premium Tea with No Artificial Ingredients, 18 Count (Pack of 6) - 108 Bags Total Earl Grey 18 Count (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea > Black
B007TGDXMK,209,"San Francisco Bay Compostable Coffee Pods - Organic Rainforest Blend (80 Ct) K Cup Compatible including Keurig 2.0, Medium Dark Roast Organic Rainforest Blend 80 Count (Pack of 1)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B000CQBZPG,209,"Stash Tea Super Irish Breakfast Black Tea - Caffeinated, Non-GMO Project Verified Premium Tea with No Artificial Ingredients, 20 Count (Pack of 6) - 120 Bags Total Super Irish Breakfast 18-20 Count (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea > Black
B000CQIDHY,209,"Stash Tea English Breakfast Black Tea - Caffeinated, Non-GMO Project Verified Premium Tea with No Artificial Ingredients, 20 Count (Pack of 6) - 120 Bags Total English Breakfast 18-20 Count (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea > Black
B003CK7O36,209,"Stash Tea Ginger Breakfast Black Tea 18 Count Tea Bags in Foil (Pack of 6) (Packaging May Vary) Individual Black Tea Bags for Use in Teapots Mugs or Cups, Brew Hot Tea or Iced Tea 18 Count (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea > Black
B000CQC064,209,"Stash Tea Double Spice Chai Black Tea, 6 Boxes With 18 Tea Bags Each (108 Tea Bags Total) Double Spice Chai 18 Count (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea > Black
B000CQID6U,209,"Stash Tea Orange Spice Black Tea - Caffeinated, Non-GMO Project Verified Premium Tea with No Artificial Ingredients, 20 Count (Pack of 6) - 120 Bags Total Orange Spice 18-20 Count (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea > Black
B000CQG8KS,209,"Stash Tea Peach Black Tea, 6 Boxes With 20 Tea Bags Each (120 Tea Bags Total) Peach 18-20 Count (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea > Black
B000CQG8K8,209,"Stash Tea Chai Spice Black Tea, 6 Boxes with 20 Tea Bags Each (120 Tea Bags Total) Chai Spice 20 Count (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea > Black
B000LQORDE,208,"Nongshim Shin Noodle Ramyun, Gourmet Spicy Picante, 4.2-Ounce Packages (Pack of 16)","Grocery & Gourmet Food > Pantry Staples > Soups, Stocks & Broths > Noodle Soups"
B004JRMG98,207,"Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)","Grocery & Gourmet Food > Pantry Staples > Sauces, Gravies & Marinades > Hot Sauce"
B004FEN3GA,206,"Newtons Fruit Thins Blueberry Brown Sugar, 10.5-Ounce (Pack of 4)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods
B001FCFYU8,206,"Stash Tea Fusion Breakfast Green & Black Tea 18 Count Tea Bags in Foil (Pack of 6) (Packaging May Vary) Individual Tea Bags for Use in Teapots Mugs or Cups, Black Tea and Green Tea, Brew Hot or Iced 18 Count (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea
B000JOE224,206,"FELINE GREENIES PILL POCKETS for Cats Natural Soft Cat Treats, Salmon Flavor, 1.6 oz. Pack (45 Treats) Salmon 45 Count (Pack of 1)",Pet Supplies > Cats > Treats > Snacks > Soft Treats
B000CQG8AS,206,"Stash Tea Green & White Fusion Green Tea - Caffeinated, Non-GMO Project Verified Premium Tea with No Artificial Ingredients, 18 Count (Pack of 6) - 108 Bags Total Fusion Green & White 18 Count (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea > Fruit & Herbal Tea > Herbal
B000SDKDM4,206,"Lavazza Super Crema Whole Bean Coffee Blend, light-Medium Espresso Roast, 2.2 Pound (Pack of 1) ,Premium Quality, Aromatic, Mild and creamy Super Crema 35.2 Ounce (Pack of 1)",Grocery & Gourmet Food > Beverages > Coffee > Whole Coffee Beans > Roasted Coffee Beans
B001FSJCPK,206,"FELINE GREENIES PILL POCKETS for Cats Natural Soft Cat Treats, Chicken Flavor, 1.6 oz. Pack (45 Treats) Chicken 45 Count (Pack of 1)",Pet Supplies > Cats > Treats > Snacks > Soft Treats
B003CK2BQG,206,"Stash Tea Mojito Mint Green Tea & Matcha Blend 18 Count Tea Bags in Foil (Pack of 6) (Packaging May Vary) Individual Green Tea Bags for Use in Teapots Mugs or Cups, Brew Hot Tea or Iced Tea 18 Count (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea > Green
B000CQC08C,206,"Stash Tea Premium Green Tea, 20 Count Box of Tea Bags in Foil, (Pack of 6) Premium Green 20 Count (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea > Green > Matcha
B000I1OLT2,206,"Stash Tea Pomegranate Raspberry & Matcha Green Tea - Caffeinated, Non-GMO Project Verified Premium Tea with No Artificial Ingredients, 18 Count (Pack of 6) - 108 Bags Total Pomegranate Raspberry & Matcha 18-20 Count (Pack of 6)",Grocery & Gourmet Food > Beverages > Tea > Black
B001HTKOWC,206,"Stash Tea White Chai Tea 18 Count Tea Bags in Foil (Pack of 6) Individual Spiced White Tea Bags for Use in Teapots Mugs or Cups, Brew Hot Tea or Iced Tea",Grocery & Gourmet Food > Beverages > Tea > Chai
B000CQE3NM,206,"Stash Tea Moroccan Mint Green Tea - Caffeinated, Non-GMO Project Verified Premium Tea with No Artificial Ingredients, 20 Count (Pack of 6) - 120 Bags Total Mint 2 LB_Natural Fruit Punch",Grocery & Gourmet Food > Beverages > Tea > Tea Samplers
B004CYLW7A,205,"Crunchy Nut Roasted Nut and Honey, 10.8-Ounce (Pack of 4)",Grocery & Gourmet Food > Breakfast Cereal > Cold Cereal
B001TLY7A8,204,N/A,N/A
B001TLY7BM,204,N/A,N/A
B001TM70XS,204,"Weruva Classic Cat Food, Paw Lickin’ Chicken with Chicken Breast in Gravy, 3oz Can (Pack of 24)",Pet Supplies > Cats > Food > Wet > Canned
B001TM70V0,204,"Weruva Classic Cat Food, Paw Lickin’ Chicken with Chicken Breast in Gravy, 5.5oz Can (Pack of 24)",Pet Supplies > Cats > Food > Wet > Canned
B00141OU50,202,N/A,N/A
B00141WDXG,202,N/A,N/A
B00141UC9I,202,N/A,N/A
B0044CPA28,202,"Crunchy Nut Golden Honey Nut, 14.1-Ounce (Pack of 4)",Grocery & Gourmet Food > Breakfast Cereal > Cold Cereal
B0001ES9FI,202,"Senseo Dark Roast Coffee Pods, 18-Count Pods (Pack of 4)",Grocery & Gourmet Food > Beverages > Coffee > Single-Serve Capsules & Pods
B001AJ1ULS,202,N/A,N/A
B00141OX52,202,N/A,N/A
B004FELBH8,198,"Newtons Fruit Thins Fig and Honey, 10.5-Ounce (Pack of4)",Grocery & Gourmet Food > Snacks & Sweets > Snack Foods
B004K30HO2,198,"DisposaCups - Disposable Cups for use in Keurig Brewers - 50 Cups, Lids, Filters - 100% Disposable",Grocery & Gourmet Food > Home & Kitchen > Kitchen & Dining > Small Appliance Parts & Accessories
